"","algorithm","replicate","instance","group","result"
"1931",2,18,124,29,8361219.67961794
"1932",2,1,42,10,536836.427724998
"1933",2,23,25,6,341692.78084032
"1934",2,13,52,12,2997536.15570041
"1935",2,4,21,5,15857.6284572724
"1936",1,14,30,7,662205.906615393
"1937",1,27,117,27,9475989.32131119
"1938",1,25,15,4,142677.240187739
"1939",1,27,15,4,108316.718122493
"1940",1,10,139,32,10737002.3808621
"1941",1,27,26,6,510235.180609354
"1942",2,2,102,24,6351467.48458379
"1943",1,28,30,7,952111.317436549
"1944",2,2,11,3,25.5677184333713
"1945",1,1,121,28,8568524.63642638
"1946",1,7,77,18,4635872.79272919
"1947",2,15,28,7,110061.60115112
"1948",1,30,39,9,1322705.0795145
"1949",1,19,128,30,9074563.83534742
"1950",1,24,92,21,6201929.80935008
"1951",1,11,9,3,7013.96535105182
"1952",1,30,90,21,5583312.83185731
"1953",1,12,132,31,10499183.2444568
"1954",1,5,98,23,6481728.68385761
"1955",2,13,148,34,10793051.4039916
"1956",1,29,58,14,3186652.48705466
"1957",2,26,65,15,1899283.08747125
"1958",2,14,121,28,8646807.4051884
"1959",2,11,99,23,6314936.30547427
"1960",1,26,38,9,1014396.12197712
"1961",2,11,123,29,9388454.33728217
"1962",2,23,6,2,0.337640235121202
"1963",2,9,62,15,733486.216581189
"1964",1,3,140,32,9922761.33842919
"1965",1,16,116,27,8753481.8002842
"1966",2,26,60,14,2554445.13566896
"1967",2,15,90,21,6380052.45789102
"1968",2,18,35,8,491190.196525134
"1969",1,3,21,5,241649.650777085
"1970",1,28,106,25,7309899.86106414
"1971",1,18,25,6,592543.873698605
"1972",1,6,104,24,7227510.40708706
"1973",1,27,97,23,6711119.32918493
"1974",2,29,71,17,4959738.95780064
"1975",1,3,43,10,1685385.73727174
"1976",2,20,96,22,6464614.65441375
"1977",1,10,28,7,588083.963583749
"1978",2,17,45,11,684353.815266264
"1979",2,30,100,23,7463981.24198436
"1980",2,22,110,26,7607910.12783299
"1981",2,8,127,29,9504190.23910983
"1982",2,14,80,19,5206777.25452475
"1983",2,26,38,9,343099.970546329
"1984",1,3,29,7,933368.821904057
"1985",2,6,119,28,8727297.8226236
"1986",1,29,109,25,7179574.4239175
"1987",2,18,65,15,3160444.00764841
"1988",1,7,34,8,1242454.82995289
"1989",2,11,148,34,11568185.6628466
"1990",2,23,26,6,333513.75377476
"1991",1,6,32,8,1099623.92029922
"1992",1,2,109,25,8361208.79565218
"1993",1,2,63,15,3643249.22952298
"1994",2,8,63,15,1649917.25023181
"1995",1,7,11,3,54482.6377080644
"1996",2,18,26,6,112337.554033059
"1997",2,18,136,32,10171712.147134
"1998",1,22,120,28,8255118.04046098
"1999",2,21,140,32,10722479.810917
"2000",1,8,35,8,1017413.1496539
"2001",2,27,50,12,3140170.66365037
"2002",1,23,129,30,9465715.99179784
"2003",1,27,9,3,15430.2759392833
"2004",2,27,94,22,7068355.80023486
"2005",2,6,36,9,411916.351080916
"2006",2,17,82,19,5586622.11987295
"2007",2,9,41,10,557994.786246289
"2008",2,18,59,14,3199162.28685531
"2009",1,13,31,8,1034322.60239474
"2010",1,8,131,30,10428020.0189638
"2011",2,14,52,12,1144794.86895095
"2012",2,18,149,34,11721489.2117868
"2013",2,7,41,10,574045.67094292
"2014",2,5,2,1,0
"2015",1,9,129,30,10222466.3501746
"2016",1,22,32,8,1089069.10989984
"2017",2,10,123,29,9764107.68468303
"2018",1,22,67,16,4100521.53739753
"2019",1,12,24,6,534084.977254994
"2020",2,8,85,20,4975770.44336062
"2021",2,9,82,19,5603803.99937698
"2022",2,15,60,14,2404928.37524606
"2023",1,10,49,12,2653780.38942099
"2024",1,1,26,6,646648.716011128
"2025",2,16,62,15,3986690.66630137
"2026",1,18,82,19,6114673.92830215
"2027",1,24,9,3,11105.1051109209
"2028",2,7,28,7,315640.438778483
"2029",1,24,3,1,0.609528274988612
"2030",2,8,126,29,9782801.55577155
"2031",1,13,47,11,2062033.79917971
"2032",2,24,131,30,9352656.40310295
"2033",2,30,47,11,1666839.59619657
"2034",2,14,56,13,3460945.37003857
"2035",1,22,57,14,2803305.48157426
"2036",2,3,29,7,417995.84605879
"2037",2,8,146,34,12203041.3904315
"2038",1,16,91,21,6696390.89390924
"2039",1,16,29,7,808283.575896755
"2040",2,3,64,15,2907862.6232715
"2041",2,14,22,6,91581.6839533889
"2042",2,11,129,30,10085754.1398351
"2043",1,11,41,10,1503474.61539981
"2044",1,6,77,18,5208543.26846491
"2045",1,5,8,2,11198.8264654293
"2046",2,19,8,2,1.25989427229813
"2047",2,25,54,13,2890701.68663807
"2048",2,22,92,21,6476840.92492628
"2049",1,16,83,19,5679259.46541019
"2050",1,15,119,28,9057219.72192973
"2051",2,2,23,6,182093.216339887
"2052",2,6,94,22,6581981.80705911
"2053",2,15,114,27,7731173.89035744
"2054",2,26,71,17,3980912.61173445
"2055",2,3,86,20,5036084.63631473
"2056",2,20,99,23,8074099.29574283
"2057",1,16,60,14,3907958.36087236
"2058",1,29,42,10,2349541.54756719
"2059",2,12,17,4,2705.41107058424
"2060",2,25,92,21,6281073.63491803
"2061",1,7,13,3,135851.763521319
"2062",1,20,45,11,1976770.52542564
"2063",2,29,12,3,62.2604376701813
"2064",2,29,88,21,5013079.96447055
"2065",1,26,108,25,7697892.5780861
"2066",1,22,46,11,2304056.39886368
"2067",2,26,94,22,6514017.92216208
"2068",1,19,52,12,2479748.30916703
"2069",2,22,7,2,0.0545040645828704
"2070",1,22,30,7,897182.931323582
"2071",1,10,45,11,2610765.69247907
"2072",2,29,44,11,1193381.57270435
"2073",1,14,93,22,5761568.05383371
"2074",2,29,6,2,0.00128787714621
"2075",2,26,142,33,10931691.1943559
"2076",2,29,142,33,9699314.509197
"2077",1,29,38,9,1475772.45885255
"2078",2,2,8,2,4.22941542832214
"2079",2,4,126,29,10073657.963287
"2080",2,25,79,19,4465165.52369885
"2081",2,27,9,3,5.15110929959074
"2082",2,30,49,12,1171959.74085092
"2083",1,1,75,18,4764943.14767939
"2084",1,11,71,17,4233305.08484525
"2085",2,15,71,17,4421151.89610761
"2086",1,6,144,33,12344567.3082425
"2087",2,17,36,9,655400.007486345
"2088",2,30,61,14,3857165.87419884
"2089",2,3,17,4,4751.30183583357
"2090",2,19,143,33,11450785.977407
"2091",2,22,94,22,5809898.0615205
"2092",2,22,2,1,0
"2093",2,3,128,30,8583116.04127849
"2094",2,24,14,4,198.354286034152
"2095",1,14,71,17,5083309.9781595
"2096",2,3,119,28,9470624.92466243
"2097",2,13,112,26,7449710.10083336
"2098",2,21,4,1,1.92505732785026e-12
"2099",2,29,15,4,930.038130196165
"2100",1,9,100,23,6609751.09823275
"2101",2,3,19,5,10889.775378016
"2102",1,20,63,15,3669100.37878233
"2103",1,23,37,9,1604609.51993899
"2104",1,27,69,16,4258997.08925555
"2105",2,7,103,24,6846515.15384497
"2106",2,12,27,7,206941.040837874
"2107",1,23,120,28,9180260.16780065
"2108",1,26,10,3,17501.1636736238
"2109",2,20,84,20,4597722.58449463
"2110",1,29,138,32,10477427.8371017
"2111",1,2,70,16,4540395.26084726
"2112",2,25,71,17,4116572.08097343
"2113",1,29,65,15,3720018.2366631
"2114",1,21,13,3,74586.2678352314
"2115",2,28,73,17,5248000.53442106
"2116",1,5,146,34,11530860.6769126
"2117",1,10,150,35,12098139.0755882
"2118",1,9,62,15,3442475.76722527
"2119",1,23,36,9,1195227.07814706
"2120",1,23,45,11,1717517.91452484
"2121",1,2,19,5,425294.320996489
"2122",2,9,92,21,5684290.21583275
"2123",2,21,14,4,45.4452078070097
"2124",2,11,83,19,6152271.72543952
"2125",1,3,38,9,1193486.55345063
"2126",2,4,86,20,5234452.17747162
"2127",2,18,66,16,4086853.96336882
"2128",2,14,72,17,4515121.81168316
"2129",2,4,150,35,10886643.4291813
"2130",1,27,16,4,225652.024575541
"2131",2,26,28,7,218852.706443827
"2132",2,19,72,17,4458478.49797151
"2133",1,27,31,8,951797.428789832
"2134",2,12,109,25,6995035.21970614
"2135",1,10,73,17,4074162.37463268
"2136",1,26,29,7,823507.761834679
"2137",1,7,140,32,10726409.4845755
"2138",1,26,59,14,2926712.23117509
"2139",2,4,146,34,11497192.8345772
"2140",2,12,71,17,4417013.03162105
"2141",1,28,145,34,11633483.1824921
"2142",1,17,64,15,3975608.10882461
"2143",2,27,150,35,12465514.336549
"2144",2,12,48,11,1534472.06314198
"2145",1,13,42,10,2097394.82581442
"2146",1,8,82,19,5404667.5416011
"2147",1,30,56,13,3108647.77971209
"2148",2,13,22,6,168283.780297495
"2149",2,15,62,15,2299887.68059193
"2150",1,4,122,28,9122390.8170241
"2151",1,20,135,31,8550723.90100276
"2152",1,15,62,15,2640271.68256498
"2153",1,27,76,18,4994609.39020922
"2154",1,19,70,16,3954860.89197809
"2155",1,1,83,19,5585028.02673698
"2156",2,23,128,30,8848039.83912894
"2157",2,13,103,24,6769096.65082681
"2158",2,30,148,34,10152919.4185266
"2159",1,3,99,23,6607649.60746244
"2160",1,20,87,20,5172841.65342328
"2161",1,27,118,27,10227630.2953832
"2162",1,12,79,19,5592975.46599203
"2163",2,14,29,7,293175.287446137
"2164",1,1,98,23,6500089.42521989
"2165",2,3,23,6,129844.941148847
"2166",1,5,68,16,4140225.95385101
"2167",2,12,75,18,4708225.20459832
"2168",2,8,111,26,6896876.36761526
"2169",1,2,88,21,5507722.79134009
"2170",2,20,123,29,7456318.41717436
"2171",1,15,14,4,133505.942406976
"2172",1,28,127,29,10193797.5208546
"2173",2,24,100,23,7473307.462311
"2174",1,23,78,18,5469729.88554125
"2175",1,21,63,15,3603163.69064957
"2176",1,25,80,19,4858741.06569933
"2177",2,1,83,19,5452890.48384733
"2178",2,20,82,19,5596866.81443527
"2179",2,30,81,19,5163962.892485
"2180",1,12,87,20,6486760.78687805
"2181",1,25,144,33,11473147.6555132
"2182",1,3,18,5,342688.516820121
"2183",1,9,122,28,9819815.98173993
"2184",2,7,6,2,4.08466443605881
"2185",1,1,100,23,7813907.31187654
"2186",2,2,15,4,1928.58708458025
"2187",1,4,19,5,388675.227588087
"2188",1,23,88,21,5378560.06220538
"2189",2,28,112,26,7312544.12947675
"2190",1,4,137,32,10789604.3031266
"2191",1,27,14,4,91928.5103492148
"2192",2,17,119,28,8726516.48261797
"2193",2,17,5,2,0.000368254965812512
"2194",1,5,26,6,826253.426924779
"2195",1,12,5,2,107.260134745777
"2196",1,15,125,29,7266828.62691864
"2197",2,5,69,16,4182159.59326731
"2198",2,1,44,11,665970.342610917
"2199",1,22,65,15,3515563.59381725
"2200",1,14,61,14,3630464.45587957
"2201",2,2,127,29,9967713.49688324
"2202",1,30,135,31,10032709.2665226
"2203",1,6,134,31,9448321.44071831
"2204",1,7,122,28,8830064.64919649
"2205",2,15,100,23,8021734.51233743
"2206",1,5,100,23,7889228.65496704
"2207",2,11,87,20,5789203.39405941
"2208",1,24,118,27,7658047.88569963
"2209",2,3,68,16,3670031.64567353
"2210",2,17,27,7,279328.322426883
"2211",1,24,79,19,4695277.36315867
"2212",2,3,41,10,899116.523415847
"2213",2,13,27,7,47449.7596183411
"2214",1,10,12,3,127502.502254153
"2215",1,5,41,10,1669906.72864455
"2216",2,16,33,8,289467.346681022
"2217",2,8,58,14,2629856.65219044
"2218",2,17,145,34,9751423.28127349
"2219",2,15,103,24,6334422.70751276
"2220",1,20,131,30,10164551.01961
"2221",2,10,36,9,392568.2849502
"2222",1,26,130,30,10299415.8633247
"2223",2,6,104,24,6733930.56835524
"2224",1,12,66,16,2536833.21562548
"2225",1,10,59,14,3220655.86897814
"2226",2,14,92,21,4587929.68872706
"2227",1,27,96,22,6465500.90062124
"2228",1,11,18,5,268388.934413094
"2229",1,1,28,7,690517.796406798
"2230",2,22,35,8,385862.928802014
"2231",1,4,107,25,7310894.94684221
"2232",2,6,38,9,843792.342736629
"2233",1,5,129,30,7931581.15939717
"2234",2,6,125,29,9550841.22504515
"2235",1,16,120,28,9362774.55367839
"2236",2,25,146,34,9837343.99764692
"2237",1,22,100,23,7354038.17883469
"2238",1,21,20,5,389449.458016345
"2239",1,19,64,15,4049806.7576837
"2240",1,13,71,17,5370683.26152133
"2241",1,27,79,19,5057555.55665077
"2242",2,25,85,20,6207394.70575975
"2243",2,24,82,19,5334912.28344121
"2244",1,11,88,21,5959478.00456895
"2245",2,30,125,29,9005315.5924386
"2246",1,15,63,15,4344512.22666109
"2247",1,29,64,15,4028215.34314819
"2248",1,5,103,24,7022684.40960596
"2249",1,13,73,17,5472002.21895717
"2250",2,2,58,14,2539461.26599287
"2251",1,21,53,13,2884564.03787505
"2252",2,6,49,12,863993.720910507
"2253",1,6,130,30,9866567.8483156
"2254",2,23,118,27,7723200.76062855
"2255",2,17,94,22,6359180.96127219
"2256",1,17,59,14,3688296.20620421
"2257",2,9,145,34,10805713.8633639
"2258",2,15,31,8,408087.022411517
"2259",1,21,78,18,4999557.51891853
"2260",1,8,44,11,2408774.68942736
"2261",2,5,146,34,11511041.3029844
"2262",2,4,6,2,4.5424563894166
"2263",2,7,149,34,11091769.541353
"2264",2,20,78,18,5242215.17202999
"2265",2,3,76,18,5013620.68796831
"2266",2,27,92,21,5081616.8923129
"2267",2,10,132,31,10071475.4079386
"2268",1,22,102,24,7420518.83750113
"2269",1,27,133,31,10321685.1278874
"2270",2,12,16,4,17146.1823580592
"2271",1,13,59,14,3033784.32685538
"2272",2,24,103,24,7896541.00873502
"2273",1,11,91,21,5553454.60579529
"2274",2,16,106,25,7935408.07020296
"2275",2,26,63,15,3032686.90250911
"2276",2,1,54,13,2308072.76429787
"2277",1,8,37,9,1523706.44821823
"2278",2,4,140,32,10622355.6182647
"2279",1,11,39,9,1735117.55298301
"2280",1,2,57,14,3557605.44059182
"2281",2,7,140,32,11009659.0657256
"2282",2,10,120,28,8577633.3272565
"2283",2,29,79,19,5252949.59805076
"2284",2,25,105,24,7655881.1169384
"2285",1,1,120,28,7831902.06724931
"2286",2,20,94,22,6833585.156955
"2287",1,20,40,10,1346165.89033575
"2288",2,16,86,20,4616959.51868353
"2289",1,4,40,10,1317529.99223254
"2290",2,22,20,5,3040.84958551056
"2291",2,27,35,8,507236.102069833
"2292",2,27,16,4,813.390235043586
"2293",2,2,100,23,6786112.12487363
"2294",2,20,64,15,4316104.04120614
"2295",2,6,48,11,1455826.11814227
"2296",1,20,103,24,6962429.4278412
"2297",1,21,66,16,3742515.30062056
"2298",2,4,41,10,764378.115658053
"2299",1,7,110,26,7407976.09904268
"2300",1,21,48,11,2701068.5440856
"2301",2,7,145,34,10396823.9434338
"2302",2,25,49,12,531338.313352076
"2303",2,29,25,6,61401.5734428014
"2304",1,3,89,21,5165133.32108204
"2305",1,23,74,17,4867016.1711333
"2306",1,5,14,4,54394.165452257
"2307",1,17,93,22,6493418.12257303
"2308",2,12,37,9,477773.571079129
"2309",2,12,66,16,4522062.2069819
"2310",2,12,144,33,11600346.0341821
"2311",2,10,126,29,10018205.2118643
"2312",1,27,98,23,6618180.49605583
"2313",2,4,120,28,7634503.37197194
"2314",2,17,72,17,4810640.89993303
"2315",1,5,55,13,3391706.93150765
"2316",2,9,2,1,0
"2317",1,11,75,18,4551041.7249309
"2318",1,11,80,19,4478598.14008992
"2319",1,21,119,28,8352391.94442018
"2320",2,21,82,19,5381899.15133679
"2321",1,29,41,10,1697315.57314417
"2322",1,30,21,5,444144.014458191
"2323",1,5,88,21,5546421.45835252
"2324",2,28,30,7,511308.63312315
"2325",2,1,45,11,1404056.59747473
"2326",2,11,131,30,9189423.36744921
"2327",2,30,56,13,3290301.76534015
"2328",1,15,64,15,3867801.60183808
"2329",1,17,103,24,6631710.13508195
"2330",1,9,95,22,6457886.27809634
"2331",2,5,112,26,7563852.7959656
"2332",2,11,47,11,1224558.16953855
"2333",1,10,135,31,10501109.7636485
"2334",1,25,76,18,4006060.00756711
"2335",2,3,46,11,917359.134218238
"2336",1,16,113,26,8263509.72463513
"2337",1,9,110,26,7884038.30624236
"2338",2,6,132,31,10083283.1524853
"2339",2,26,69,16,4618522.50452378
"2340",1,25,12,3,111757.386561455
"2341",2,16,41,10,1163316.31966624
"2342",2,12,69,16,3969696.33755289
"2343",1,18,95,22,6037829.60544872
"2344",2,18,140,32,10254727.2886921
"2345",2,4,136,32,10500042.4346614
"2346",2,3,108,25,7047499.56317847
"2347",1,7,103,24,6791965.80056329
"2348",1,16,143,33,10669469.8812017
"2349",1,26,116,27,8065314.09069652
"2350",2,14,2,1,3.15544362088405e-30
"2351",1,9,30,7,1076500.20235621
"2352",2,20,131,30,9188383.74163641
"2353",1,4,64,15,3136787.19751659
"2354",2,9,114,27,7968042.92797495
"2355",1,7,12,3,72130.3473323241
"2356",1,18,100,23,6638836.07862759
"2357",2,1,66,16,3779510.99773229
"2358",2,16,58,14,2728885.76141967
"2359",1,11,89,21,5864729.03137093
"2360",1,3,147,34,11050076.32243
"2361",2,28,127,29,9696228.99331212
"2362",1,16,20,5,418265.409077262
"2363",1,27,22,6,464057.770844092
"2364",1,8,121,28,7595910.37765619
"2365",2,12,26,6,67663.9035709846
"2366",1,24,47,11,2524649.10297315
"2367",1,25,86,20,4807206.47079183
"2368",2,19,91,21,4898874.59323069
"2369",2,14,142,33,11891909.7655306
"2370",1,9,3,1,2.93580201000499
"2371",2,23,41,10,664804.063152195
"2372",1,1,106,25,7605961.54617185
"2373",1,14,53,13,2542008.81495727
"2374",2,12,2,1,0
"2375",2,3,133,31,9483300.42709526
"2376",2,30,51,12,2968372.27044953
"2377",1,13,132,31,10269391.9255836
"2378",1,19,94,22,5665467.0396795
"2379",1,4,54,13,2531231.36692732
"2380",1,12,115,27,8314472.96811941
"2381",1,1,135,31,9456166.45554582
"2382",1,29,6,2,473.465487184009
"2383",2,21,123,29,8345463.75968654
"2384",2,4,82,19,5715711.07418218
"2385",2,27,149,34,10886834.7793888
"2386",1,13,26,6,754462.386723089
"2387",1,28,38,9,1728789.66857724
"2388",2,16,104,24,7507638.01203702
"2389",2,29,62,15,3407419.36716449
"2390",2,3,132,31,10103614.1768426
"2391",1,20,28,7,723630.456981175
"2392",1,15,37,9,1471904.95894779
"2393",2,21,111,26,8307671.39846205
"2394",1,9,142,33,10663182.3230411
"2395",1,2,18,5,226660.05402178
"2396",1,14,7,2,1703.88397782173
"2397",1,8,2,1,0.0655362580666365
"2398",1,12,74,17,4617102.57160982
"2399",2,25,50,12,3073921.53776577
"2400",2,4,122,28,9425646.11960215
"2401",2,3,5,2,3.93083975872893
"2402",1,5,130,30,8718207.99753354
"2403",1,1,110,26,8182772.97161353
"2404",1,25,110,26,8439395.33753732
"2405",2,9,75,18,5162194.18167285
"2406",1,8,140,32,10387163.7083783
"2407",2,18,60,14,2575738.25588642
"2408",2,26,24,6,108272.248051495
"2409",2,14,108,25,7857127.95304872
"2410",1,5,65,15,3157279.58178117
"2411",1,27,92,21,6467160.45873707
"2412",2,28,83,19,5218876.86077463
"2413",1,18,20,5,384512.606657961
"2414",2,9,131,30,9213351.91024599
"2415",1,4,100,23,7184822.88114103
"2416",1,11,134,31,9163206.95729854
"2417",2,14,42,10,735195.244643759
"2418",2,7,132,31,9679207.99894061
"2419",1,25,27,7,533996.902184603
"2420",1,25,7,2,1941.12610680757
"2421",2,13,80,19,5307721.80912257
"2422",2,1,73,17,4079439.90077191
"2423",2,8,71,17,4917879.55440128
"2424",2,2,59,14,2309069.35330391
"2425",1,3,73,17,5266769.83488179
"2426",2,25,47,11,1384843.29996608
"2427",1,15,55,13,2500796.88151059
"2428",2,26,95,22,7524512.12621831
"2429",2,10,8,2,4.92533196150005
"2430",1,12,44,11,2088544.38277502
"2431",2,14,10,3,9.0586395028089
"2432",2,10,122,28,9691952.54692711
"2433",2,10,14,4,362.406186511914
"2434",2,29,134,31,10873219.7317264
"2435",1,28,57,14,3714627.01852434
"2436",1,21,143,33,10631485.8660389
"2437",2,14,21,5,27045.0175160931
"2438",1,24,21,5,382416.767642606
"2439",2,6,86,20,4571822.49470417
"2440",2,13,19,5,3522.6738954917
"2441",2,29,24,6,173539.271897743
"2442",1,16,78,18,4432277.12442874
"2443",2,22,124,29,9226531.74576517
"2444",1,29,7,2,2208.1600532748
"2445",2,7,62,15,4109272.76323047
"2446",1,26,23,6,418215.920110993
"2447",2,22,51,12,1173807.05478468
"2448",1,9,58,14,3479951.48237746
"2449",2,17,98,23,6802506.28090716
"2450",1,27,115,27,8833341.73779288
"2451",2,16,21,5,11085.5406111428
"2452",1,1,102,24,5685686.70533371
"2453",2,27,3,1,3.18015178730969e-21
"2454",1,19,74,17,4281966.59160748
"2455",2,22,101,24,6751853.33900408
"2456",1,7,45,11,2096998.17812481
"2457",2,10,2,1,0
"2458",1,18,139,32,10994693.7788393
"2459",2,12,20,5,94307.9679274229
"2460",1,21,25,6,496583.003775218
"2461",2,25,120,28,7865664.09357518
"2462",2,15,118,27,8558345.40981442
"2463",2,1,96,22,6205181.75762057
"2464",2,8,135,31,8943869.259144
"2465",1,19,134,31,10169842.3582445
"2466",1,23,137,32,10035909.0104879
"2467",1,26,54,13,3013216.18895594
"2468",2,27,86,20,5470172.43565044
"2469",2,7,74,17,5202060.23261635
"2470",2,5,31,8,570375.554198388
"2471",2,25,91,21,6534531.71087748
"2472",1,16,104,24,6970224.51504818
"2473",1,9,126,29,10227771.6630379
"2474",2,2,5,2,7.93177429989131e-11
"2475",2,6,7,2,2.51258715087974
"2476",2,22,111,26,6696180.26777319
"2477",1,9,78,18,4680926.38203548
"2478",2,23,136,32,8259113.15162243
"2479",2,16,150,35,11431920.9683626
"2480",1,11,16,4,155502.39929744
"2481",1,4,34,8,1158438.48622261
"2482",1,26,24,6,369635.511823236
"2483",2,5,107,25,8253882.33304801
"2484",2,21,108,25,7525738.38902208
"2485",2,11,73,17,5082313.71950331
"2486",1,25,63,15,3490312.90058546
"2487",2,4,104,24,6788216.97008646
"2488",1,16,57,14,2536873.67197302
"2489",2,24,65,15,4006049.90038972
"2490",1,3,87,20,5503310.46127556
"2491",2,11,108,25,7063059.70400574
"2492",1,28,13,3,78838.5857196813
"2493",2,17,139,32,9971269.00856602
"2494",2,1,59,14,3972032.78780279
"2495",2,13,146,34,11267080.6419404
"2496",2,6,90,21,6394291.18896615
"2497",1,1,149,34,10896732.4860039
"2498",1,8,142,33,11675929.5851884
"2499",2,27,60,14,3056761.77503321
"2500",1,21,14,4,101028.320379081
"2501",2,24,124,29,8589032.26654478
"2502",2,5,59,14,3236843.81954225
"2503",1,22,91,21,4981375.40988156
"2504",1,30,8,2,8682.96023226323
"2505",1,6,7,2,1622.73876920848
"2506",1,6,140,32,11645081.8438593
"2507",2,20,83,19,4855131.71031621
"2508",2,29,69,16,3977062.72416134
"2509",2,1,150,35,12072724.0205203
"2510",2,26,86,20,5763670.48880268
"2511",2,25,39,9,938606.759953961
"2512",2,22,117,27,8950996.7721143
"2513",2,20,100,23,6827711.35771978
"2514",1,12,137,32,11081429.9684351
"2515",2,30,120,28,9735426.0339692
"2516",1,10,69,16,4045224.24258068
"2517",2,24,41,10,1148837.61513594
"2518",1,9,38,9,1593116.88434789
"2519",2,27,119,28,8524158.42571682
"2520",2,23,140,32,9976989.06016009
"2521",1,17,55,13,3586237.39869574
"2522",2,27,43,10,945615.842004727
"2523",2,27,54,13,2269392.64552867
"2524",2,22,133,31,9709930.22230371
"2525",1,18,109,25,7938135.87643234
"2526",2,23,80,19,5013739.43377418
"2527",1,6,98,23,6784358.82487621
"2528",2,23,18,5,2444.80852629003
"2529",1,9,14,4,90552.6085645753
"2530",2,21,109,25,7780293.31316034
"2531",1,10,11,3,12703.451070557
"2532",1,17,73,17,4907700.96081297
"2533",2,16,134,31,7861033.57165575
"2534",2,2,18,5,678.070435361864
"2535",2,16,37,9,139108.245604995
"2536",2,18,100,23,7396553.95179617
"2537",1,7,22,6,554765.678818837
"2538",1,25,28,7,714284.001871683
"2539",1,6,125,29,9964293.71212275
"2540",1,26,47,11,2275559.15980894
"2541",1,19,42,10,1813635.2278205
"2542",1,10,149,34,9613647.46998045
"2543",2,10,15,4,493.027223007597
"2544",2,1,132,31,9904335.2012135
"2545",2,27,140,32,10328467.0510816
"2546",1,23,24,6,590815.956261348
"2547",1,23,33,8,1346459.86892424
"2548",1,17,42,10,1774489.38073891
"2549",2,17,92,21,6173777.53647291
"2550",1,21,55,13,3680713.27320253
"2551",1,23,108,25,7676229.16566906
"2552",2,5,4,1,1.02327900581795e-13
"2553",1,27,7,2,2390.21485126692
"2554",2,11,133,31,10537908.1846096
"2555",2,24,94,22,7020905.59473311
"2556",1,27,50,12,2840604.48671744
"2557",1,30,68,16,4044113.88865204
"2558",2,3,30,7,473894.024435093
"2559",1,17,124,29,9405158.62351823
"2560",1,13,28,7,880091.168965495
"2561",1,11,130,30,10085271.6549794
"2562",2,9,26,6,346453.42473161
"2563",2,18,113,26,8432962.79645608
"2564",1,28,62,15,3122636.61660576
"2565",1,25,122,28,8305047.25381806
"2566",2,15,140,32,11132267.5841733
"2567",2,11,68,16,3560260.93916166
"2568",1,8,36,9,1111157.21830335
"2569",1,15,7,2,810.977815668911
"2570",1,1,30,7,1020662.45652916
"2571",1,5,149,34,11666878.5045972
"2572",2,1,104,24,7154374.33176246
"2573",2,12,21,5,10597.9581744205
"2574",1,6,79,19,5730402.03950786
"2575",1,6,63,15,4487703.30018049
"2576",2,25,145,34,11375295.1498573
"2577",2,10,138,32,10391176.0290651
"2578",2,7,23,6,53906.605692303
"2579",1,23,149,34,12114041.2155677
"2580",1,7,76,18,4848977.91832369
"2581",1,20,27,7,726320.561018301
"2582",2,28,76,18,4974771.87119691
"2583",1,19,96,22,6528182.29842436
"2584",1,22,126,29,8998911.56396082
"2585",2,21,10,3,0.0739947249281524
"2586",2,9,46,11,2564243.07891506
"2587",2,23,55,13,2830656.16776227
"2588",1,25,73,17,4971561.57206859
"2589",1,19,12,3,47003.4695887918
"2590",1,25,105,24,7244356.00537711
"2591",2,10,108,25,7516973.03573347
"2592",2,13,98,23,6545007.80144309
"2593",2,28,125,29,7887006.66282387
"2594",2,5,88,21,6291956.8933947
"2595",2,14,102,24,6385278.74860531
"2596",2,25,101,24,6760629.6461487
"2597",1,10,88,21,6007446.69803936
"2598",2,20,145,34,11156585.0107534
"2599",1,5,142,33,10439339.6771689
"2600",1,14,19,5,433127.015549146
"2601",2,2,84,20,6086917.26694017
"2602",2,27,135,31,9428905.75148919
"2603",2,10,149,34,11297851.0740999
"2604",1,27,13,3,97711.4953312711
"2605",2,26,29,7,308199.416495156
"2606",1,7,146,34,11327611.4383552
"2607",1,7,70,16,4561485.18492959
"2608",2,25,149,34,10582740.5733516
"2609",2,14,49,12,1142702.68342004
"2610",1,21,83,19,5709617.41239476
"2611",1,17,11,3,35097.2374735646
"2612",1,4,103,24,7542054.72472131
"2613",1,4,111,26,8794770.93982215
"2614",1,28,125,29,9727793.47641829
"2615",2,6,147,34,11440072.9934452
"2616",1,23,59,14,3170025.19325786
"2617",2,9,50,12,1363388.57587987
"2618",1,7,9,3,10476.9977692252
"2619",2,14,131,30,10106509.6139805
"2620",1,17,72,17,4301869.45070427
"2621",1,26,72,17,4275660.1426098
"2622",1,30,136,32,9772248.7262046
"2623",1,30,40,10,1906086.22075991
"2624",2,28,138,32,8872567.17368649
"2625",2,19,86,20,5719755.5819595
"2626",2,8,139,32,11109105.3561163
"2627",2,13,74,17,4379171.46103956
"2628",1,24,128,30,9703461.03051483
"2629",1,8,53,13,2542564.19585843
"2630",1,24,28,7,718724.321719429
"2631",2,16,144,33,9475344.16502819
"2632",2,6,79,19,3778178.17303502
"2633",2,12,43,10,1442464.03617259
"2634",2,8,49,12,1008273.77714306
"2635",2,25,81,19,4857372.05508689
